State,Park,RecreationVisitors,RecreationVisitors%,RecreationVisitorDays,RecreationVisitorDays%,NonRecreationVisitors,NonRecreationVisitors%,RecreationVisitorHours,RecreationVisitorHours%,NonRecreationVisitorHours,NonRecreationVisitorHours%
New Jersey,Thomas Edison NHP,34031,0.016399999999999998,3259,0.0146,7937,-0.5157,39116,0.0147,1191,-0.5157
New Mexico,Aztec Ruins NM,40019,-0.1585,5002,-0.1585,159,-0.17190000000000003,60029,-0.15839999999999999,159,-0.17190000000000003
New Mexico,Bandelier NM,213595,0.0706,97119,0.20420000000000002,840,0.0,1165431,0.20420000000000002,216,0.0
New Mexico,Capulin Volcano NM,96078,0.0855,10951,0.0828,654,-0.5759000000000001,131417,0.0828,654,-0.5759000000000001
New Mexico,Carlsbad Caverns NP,460474,0.1684,146558,0.17309999999999998,0,,1758697,0.17309999999999998,0,
New Mexico,Chaco Culture NHP,37840,-0.0587,51883,-0.0040999999999999995,10560,0.0,622606,-0.0040999999999999995,10560,0.0
New Mexico,El Malpais NM,163679,-0.020499999999999997,54559,-0.020499999999999997,720,0.0,654713,-0.020499999999999997,180,0.0
New Mexico,El Morro NM,57827,0.0545,13556,0.04,12100,0.0533,162682,0.04,3994,0.0538
New Mexico,Fort Union NM,9217,-0.0369,906,-0.0362,240,0.0,10876,-0.0368,24,0.0
New Mexico,Gila Cliff Dwellings NM,47378,0.3946,5211,0.2273,0,,62543,0.2273,0,
New Mexico,Manhattan Project NHP,25538,0.263,1114,0.2879,0,,13371,0.2875,0,
New Mexico,Pecos NHP,46726,-0.0785,4972,-0.0787,0,,59674,-0.0786,0,
New Mexico,Petroglyph NM,354534,0.1272,59089,0.1272,0,,709068,0.1272,0,
New Mexico,Salinas Pueblo Missions NM,38106,-0.036699999999999997,6225,-0.0571,0,,74709,-0.057,0,
New Mexico,Valles Caldera NPRES,82111,0.0791,21234,0.0916,763,-0.1408,254818,0.0916,6104,-0.16879999999999998
New Mexico,White Sands NP,702236,-0.0368,116033,-0.0235,0,,1392406,-0.0235,0,
New York,African Burial Ground NM,36007,-0.11779999999999999,1869,-0.0967,0,,22428,-0.0969,0,
New York,Castle Clinton NM,3822759,-0.027200000000000002,159760,-0.026099999999999998,264,0.4194,1917130,-0.026099999999999998,64,0.7297
New York,Eleanor Roosevelt NHS,23699,0.3787,2962,0.379,0,,35547,0.3786,0,
New York,Federal Hall NMEM,63314,-0.1751,4049,-0.21359999999999998,7086,0.24780000000000002,48596,-0.21359999999999998,20117,0.2504
New York,Fire Island NS,303731,0.016,88712,-0.062400000000000004,199041,0.0449,1064551,-0.0625,597123,0.0449
New York,Fort Stanwix NM,79704,-0.0443,9963,-0.0443,0,,119556,-0.0443,0,
New York,Gateway NRA,7065817,0.0022,1504026,-0.009399999999999999,880353,0.11259999999999999,18048313,-0.009399999999999999,1760705,0.11259999999999999
New York,General Grant NMEM,110602,0.3143,4814,0.5524,7693,-0.1583,57770,0.5524,15321,-0.1512
New York,Governors Island NM,63086,0.6314,10514,0.6313,0,,126170,0.6313,0,
New York,Hamilton Grange NMEM,63647,0.30760000000000004,3396,0.2137,65,-0.1975,40755,0.21350000000000002,18,
New York,Home of Franklin D. Roosevelt NHS,123848,0.051399999999999994,15388,0.015300000000000001,0,,184662,0.015300000000000001,0,
New York,Martin Van Buren NHS,17712,0.424,2103,0.2065,0,,25241,0.20679999999999998,0,
New York,Sagamore Hill NHS,130259,-0.008199999999999999,27137,-0.008199999999999999,0,,325648,-0.008199999999999999,0,
New York,Saint Paul's Church NHS,12135,0.044800000000000006,1418,0.063,250,0.0417,17022,0.06309999999999999,188,0.11900000000000001
New York,Saratoga NHP,116537,0.1432,23924,0.1427,77605,-0.003,287095,0.1427,6210,-0.0029
New York,Statue of Liberty NM,3722029,-0.004699999999999999,1395761,-0.004699999999999999,0,,16749132,-0.004699999999999999,0,
New York,Stonewall NM,2302641,1.7653999999999999,175056,1.9032,4813,0.0672,2100672,1.9031,19252,0.0672
New York,Theodore Roosevelt Birthplace NHS,25086,0.2611,2371,0.33799999999999997,123,0.9218999999999999,28453,0.3379,54,0.8
New York,Theodore Roosevelt Inaugural NHS,30141,0.3015,4944,0.44060000000000005,0,,59330,0.4404,0,
New York,Upper Delaware S&RR,188531,0.1522,45174,0.018000000000000002,90134,-0.11019999999999999,542089,0.018000000000000002,7397,-0.1076
New York,Vanderbilt Mansion NHS,406077,0.1999,39785,0.16670000000000001,0,,477428,0.1668,0,
New York,Women's Rights NHP,33691,-0.062400000000000004,2926,-0.0346,1344,0.0,35118,-0.0346,672,0.0
North Carolina,Blue Ridge PKWY,11271170,0.0848,5794935,0.0781,631173,-0.5667,69539222,0.0781,315590,-0.5667
North Carolina,Cape Hatteras NS,2762954,-0.022400000000000003,1290390,-0.0262,141654,-0.023799999999999998,15484685,-0.0262,425297,-0.027200000000000002
North Carolina,Cape Lookout NS,552786,0.043,234725,-0.0095,2160,0.0,2816705,-0.0095,6480,0.0
North Carolina,Carl Sandburg Home NHS,113362,-0.2394,14170,-0.2394,0,,170043,-0.2394,0,
North Carolina,Fort Raleigh NHS,274783,0.0425,29797,-0.0199,1344,0.0,357574,-0.0199,1344,0.0
North Carolina,Great Smoky Mountains NP,2884314,-0.507,945676,-0.737,0,,11348115,-0.737,0,
North Carolina,Guilford Courthouse NMP,461143,0.1393,20827,0.11939999999999999,2011307,0.2198,249934,0.11939999999999999,16696,0.21989999999999998
North Carolina,Moores Creek NB,69079,0.245,3598,0.11699999999999999,0,,43176,0.11699999999999999,0,
North Carolina,Wright Brothers NMEM,406593,-0.039900000000000005,33882,-0.039900000000000005,2190,0.0,406593,-0.039900000000000005,1095,0.0
North Dakota,Fort Union Trading Post NHS,12028,-0.0706,1230,-0.0821,238,-0.385,14768,-0.0816,59,-0.3918
North Dakota,Knife River Indian Villages NHS,10867,0.336,1311,0.335,512,-0.12480000000000001,15737,0.335,257,-0.1229
North Dakota,Theodore Roosevelt NP,732951,-0.018600000000000002,236046,0.064,6578,0.0,2832553,0.064,2172,0.0
Ohio,Charles Young Buffalo Soldiers NM,4716,0.4282,395,0.4364,0,,4742,0.4361,0,
Ohio,Cuyahoga Valley NP,2912454,0.0183,670756,-0.055,0,,8049072,-0.055,0,
Ohio,Dayton Aviation Heritage NHP,87032,-0.0327,10550,0.028300000000000002,0,,126600,0.0282,0,
Ohio,First Ladies NHS,12642,0.1301,2107,0.1304,0,,25284,0.1301,0,
Ohio,Hopewell Culture NHP,65350,0.0521,10891,0.0521,0,,130703,0.0521,0,
Ohio,James A. Garfield NHS,39671,0.08529999999999999,6611,0.0852,0,,79342,0.08529999999999999,0,
Ohio,Perry's Victory & Intl. Peace MEM,91302,-0.10339999999999999,8517,-0.08689999999999999,0,,102209,-0.08689999999999999,0,
Ohio,William Howard Taft NHS,31118,0.011699999999999999,2593,0.011699999999999999,0,,31118,0.011699999999999999,0,
Oklahoma,Chickasaw NRA,1670498,-0.1978,469618,-0.2188,0,,5635423,-0.2188,0,
Oklahoma,Washita Battlefield NHS,12369,0.038900000000000004,2061,0.0388,0,,24738,0.038900000000000004,0,
Oregon,Crater Lake NP,504942,-0.0983,254763,-0.09759999999999999,49600,0.0,3057164,-0.09759999999999999,24800,0.0
Oregon,John Day Fossil Beds NM,122529,-0.275,11844,-0.2751,840,0.0,142134,-0.275,84,0.0
Oregon,Lewis & Clark NHP,267118,-0.061900000000000004,33249,-0.0461,75,-0.25,398993,-0.0461,19,-0.20829999999999999
Oregon,Oregon Caves NM & PRES,94016,1.9342,24105,1.7945,520,0.0,289261,1.7943,1040,0.0
Pennsylvania,Allegheny Portage Railroad NHS,193903,-0.0286,26320,-0.0173,180,0.0,315846,-0.0173,48,0.0
Pennsylvania,Delaware Water Gap NRA,1183130,-0.0304,420992,-0.018799999999999997,15660,0.0,5051912,-0.018799999999999997,7824,0.0
Pennsylvania,Edgar Allan Poe NHS,8131,-0.47450000000000003,677,-0.47479999999999994,0,,8131,-0.47450000000000003,0,
Pennsylvania,Eisenhower NHS,123466,0.2492,16462,0.2492,0,,197546,0.2492,0,
Pennsylvania,First State NHP,16650,0.0011,2693,-0.016399999999999998,62,0.0,32320,-0.0165,496,0.0
Pennsylvania,Flight 93 NMEM,349566,-0.0748,50978,-0.0748,0,,611740,-0.0748,0,
Pennsylvania,Fort Necessity NB,276173,0.1094,32540,0.0931,120,0.0,390488,0.0931,48,0.0
Pennsylvania,Friendship Hill NHS,19465,0.010700000000000001,3735,-0.0331,0,,44820,-0.0332,0,
Pennsylvania,Gettysburg NMP,741574,-0.0008,256028,-0.022799999999999997,74400,0.0,3072342,-0.022799999999999997,12348,0.0
Pennsylvania,Hopewell Furnace NHS,48776,-0.1016,4917,-0.1009,600,0.0,59011,-0.1009,300,0.0
Pennsylvania,Independence NHP,2798651,-0.0802,354354,-0.0755,0,,4252259,-0.0755,0,
Pennsylvania,Johnstown Flood NMEM,95842,-0.3987,8305,-0.4061,0,-1.0,99670,-0.4061,0,-1.0
Pennsylvania,Steamtown NHS,60243,0.0315,7981,0.0742,11592,0.0,95777,0.0741,5796,0.0
Pennsylvania,Thaddeus Kosciuszko NMEM,2336,0.053200000000000004,48,0.0435,0,,583,0.050499999999999996,0,
Pennsylvania,Upper Delaware S&RR,188531,0.1522,45174,0.018000000000000002,90134,-0.11019999999999999,542089,0.018000000000000002,7397,-0.1076
Pennsylvania,Valley Forge NHP,1866480,-0.0075,311079,-0.0075,0,,3732958,-0.0075,0,
Puerto Rico,San Juan NHS,1329728,0.0113,210222,0.0149,0,,2522670,0.0149,0,
Rhode Island,Roger Williams NMEM,43242,0.14679999999999999,4550,0.2095,52698,0.1456,54611,0.2096,4214,0.1451
South Carolina,Charles Pinckney NHS,30903,-0.037599999999999995,5150,-0.037599999999999995,0,,61810,-0.0375,0,
South Carolina,Congaree NP,242049,-0.0322,81537,-0.021,0,,978448,-0.021,0,
South Carolina,Cowpens NB,156287,-0.3096,12165,-0.2754,0,,145990,-0.2754,0,
South Carolina,Fort Sumter and Fort Moultrie NHP,384308,-0.0666,73877,-0.0684,502633,-0.0121,886532,-0.0684,251315,-0.012
South Carolina,Kings Mountain NMP,182463,-0.1679,8235,-0.12890000000000001,181218,-0.1565,98826,-0.12890000000000001,30190,-0.1566
South Carolina,Ninety Six NHS,101352,-0.1426,10557,-0.1426,0,,126691,-0.1426,0,
South Carolina,Reconstruction Era NHP,23378,-0.0174,721,-0.030899999999999997,2897,0.001,8652,-0.031200000000000002,3621,0.0008
South Dakota,Badlands NP,1094245,0.045700000000000005,395067,0.0728,55984,0.0,4740810,0.0728,27992,0.0
South Dakota,Jewel Cave NM,145332,0.19579999999999997,34465,0.1744,0,-1.0,413580,0.1744,0,-1.0
South Dakota,Minuteman Missile NHS,118108,0.0202,7366,-0.0024,0,,88397,-0.0024,0,
South Dakota,Missouri NRR,153521,0.32130000000000003,12793,0.32130000000000003,0,,153521,0.32130000000000003,0,
South Dakota,Mount Rushmore NMEM,1850329,-0.2389,203021,-0.2389,640791,-0.2325,2436254,-0.2389,213595,-0.2325
South Dakota,Wind Cave NP,489399,-0.174,115482,-0.24109999999999998,207405,-0.1245,1385793,-0.24109999999999998,68443,-0.1245
Tennessee,Andrew Johnson NHS,55270,-0.09519999999999999,2192,-0.06280000000000001,0,,26307,-0.06280000000000001,0,
Tennessee,Big South Fork NRRA,459965,0.0178,272171,-0.0017000000000000001,0,,3266057,-0.0017000000000000001,0,
Tennessee,Chickamauga & Chattanooga NMP,501540,-0.0183,78733,-0.0125,0,,944800,-0.0125,0,
Tennessee,Fort Donelson NB,166026,-0.0774,9214,-0.07780000000000001,434049,-0.004,110573,-0.07780000000000001,14323,-0.004
Tennessee,Great Smoky Mountains NP,9307519,0.24989999999999998,3045896,-0.3346,10832000,0.0,36550759,-0.3346,5416000,0.0
Tennessee,Manhattan Project NHP,29511,0.2828,2200,0.1446,0,,26404,0.14429999999999998,0,
Tennessee,Natchez Trace PKWY,957428,0.0855,321889,0.0852,1221431,0.0,3862674,0.0852,1221431,0.0
Tennessee,Obed W&SR,261732,-0.0617,94758,-0.0576,10800,0.0,1137102,-0.0576,900,0.0
Tennessee,Shiloh NMP,386152,0.0388,44592,0.0525,169205,-0.0501,535109,0.0525,33840,-0.0501
Tennessee,Stones River NB,446160,0.3147,52889,0.4171,1440,-0.0144,634671,0.4171,240,-0.0805
Texas,Alibates Flint Quarries NM,8558,0.4249,1783,0.4253,0,,21396,0.425,0,
Texas,Amistad NRA,832294,-0.0053,514234,-0.0023,0,-1.0,6170815,-0.0023,0,-1.0
Texas,Big Bend NP,561458,0.10279999999999999,945102,0.18309999999999998,2700,0.0,11341233,0.18309999999999998,8100,0.0
Texas,Big Thicket NPRES,271823,0.0344,65152,0.0159,0,,781830,0.0159,0,
Texas,Chamizal NMEM,6627,-0.2039,567,-0.1818,110915,0.045899999999999996,6809,-0.182,388200,0.045899999999999996
Texas,Fort Davis NHS,42553,0.0588,7091,0.0588,193,-0.11869999999999999,85102,0.0588,478,0.5828
Texas,Guadalupe Mountains NP,226134,-0.0053,52143,-0.0302,1440,0.0,625727,-0.0302,1440,0.0
Texas,Lake Meredith NRA,1212905,-0.0933,607002,0.8695999999999999,0,,7284030,0.8695999999999999,0,
Texas,Lyndon B. Johnson NHP,119278,0.0039000000000000003,29693,-0.0353,0,,356327,-0.0353,0,
Texas,Padre Island NS,514722,-0.0687,283963,-0.1108,1800,0.0,3407559,-0.1108,14400,0.0
Texas,Palo Alto Battlefield NHP,178946,0.1153,19527,0.11109999999999999,0,,234333,0.11109999999999999,0,
Texas,Rio Grande W&SR,172,-0.4267,2184,-0.47729999999999995,0,,26208,-0.47729999999999995,0,
Texas,San Antonio Missions NHP,1278777,0.08289999999999999,151844,0.1448,0,,1822131,0.1448,0,
Texas,Waco Mammoth NM,111961,0.141,11921,0.1739,56,-0.8,143060,0.1739,56,-0.8
Utah,Arches NP,1466528,-0.0105,815192,0.7907,7459,,9782311,0.7907,25856,
Utah,Bryce Canyon NP,2498075,0.015,1116352,0.013999999999999999,408146,-0.0006,13396234,0.013999999999999999,122443,-0.0006
Utah,Canyonlands NP,818492,0.0227,433003,0.0195,0,,5196036,0.0195,0,
Utah,Capitol Reef NP,1422490,0.1211,129047,-0.1972,99342,0.1304,1548574,-0.1972,99342,0.1304
Utah,Cedar Breaks NM,722834,0.17670000000000002,132041,0.2141,8991,0.10310000000000001,1584499,0.2141,17982,0.10300000000000001
Utah,Dinosaur NM,83749,-0.013500000000000002,45067,-0.0327,732,0.0,540804,-0.0327,732,0.0
Utah,Glen Canyon NRA,3582708,-0.1188,2109265,-0.3091,3171,-0.2241,25311185,-0.3091,38071,-0.2237
Utah,Golden Spike NHP,55285,0.042800000000000005,10758,0.0405,31000,0.0,129099,0.0405,15500,0.0
Utah,Hovenweep NM,17624,-0.1067,6072,0.1747,168,0.0,72868,0.1746,36,0.0
Utah,Natural Bridges NM,75680,-0.0965,48017,0.1861,800,0.0,576213,0.1861,400,0.0
Utah,Rainbow Bridge NM,17488,104.98790000000001,1457,111.07690000000001,0,,17488,104.98790000000001,0,
Utah,Timpanogos Cave NM,114034,-0.054900000000000004,19950,0.0033,0,,239404,0.0033,0,
Utah,Zion NP,4946592,0.0699,2607505,0.0617,21900,0.0,31290065,0.0617,5475,0.0
Vermont,Marsh-Billings-Rockefeller NHP,81713,0.1381,13618,0.1381,0,,163426,0.1381,0,
Virgin Islands,Buck Island Reef NM,42289,-0.0848,20516,-0.0683,0,,246199,-0.0683,0,
Virgin Islands,Christiansted NHS,124539,0.16210000000000002,5471,0.1278,0,,65660,0.12789999999999999,0,
Virgin Islands,Salt River Bay NHP & Ecological Pres,13185,-0.0398,2821,-0.016399999999999998,0,,33863,-0.016399999999999998,0,
Virgin Islands,Virgin Islands NP,423029,0.2309,216801,0.2309,217556,-0.0592,2601620,0.2309,67646,-0.0375
Virginia,Appomattox Court House NHP,83769,-0.0891,10138,-0.0891,0,,121665,-0.0891,0,
Virginia,Arlington House The R.E. Lee MEM,447641,0.0678,18651,0.0678,0,,223820,0.0678,0,
Virginia,Assateague Island NS,1245707,-0.2095,823118,-0.2681,1800,-0.25370000000000004,9877425,-0.2681,1800,-0.25370000000000004
Virginia,Blue Ridge PKWY,5462466,-0.1422,2783365,-0.1551,379050,-0.2194,33400390,-0.1551,189522,-0.2194
Virginia,Booker T. Washington NM,24209,-0.15689999999999998,2160,-0.17370000000000002,84,0.0,25927,-0.17350000000000002,12,0.0
Virginia,Colonial NHP,2551228,-0.052300000000000006,222448,-0.0519,1463616,0.002,2669377,-0.0519,731808,0.002
Virginia,Cumberland Gap NHP,51047,-0.08539999999999999,10059,-0.09230000000000001,432715,0.0141,120709,-0.09230000000000001,216358,0.0141
Virginia,Fredericksburg & Spotsylvania NMP,818533,-0.031200000000000002,32735,0.0049,1485261,0.045700000000000005,392829,0.0049,167428,0.022400000000000003
Virginia,George Washington Birthplace NM,58983,-0.4033,14768,-0.4103,7200,0.0,177217,-0.4103,7200,0.0
Virginia,George Washington MEM PKWY,6782717,-0.0823,772422,-0.0774,35358148,0.0174,9269075,-0.0774,17679074,0.0174
Virginia,LBJ Memorial Grove on the Potomac,241358,-0.0729,10056,-0.0729,0,,120679,-0.0729,0,
Virginia,Maggie L. Walker NHS,6310,-0.0113,788,-0.0113,0,,9465,-0.011200000000000002,0,
Virginia,Manassas NBP,541965,-0.0406,33872,-0.0406,480,0.0,406475,-0.0406,84,0.0
Virginia,Petersburg NB,191623,0.0489,16431,0.0652,423798,0.04650000000000001,197175,0.0652,105947,0.04650000000000001
Virginia,Prince William Forest Park,355196,0.20149999999999998,302915,0.268,120,0.0,3634988,0.268,240,0.0
Virginia,Richmond NBP,156538,-0.0745,21798,-0.0775,125379,-0.1368,261584,-0.0775,31344,-0.1368
Virginia,Shenandoah NP,1720211,0.0915,870952,-0.0425,10962,0.0,10451424,-0.0425,2742,0.0
Virginia,Theodore Roosevelt Island,174954,0.1431,26243,0.1431,0,,314919,0.1431,0,
Virginia,Wolf Trap NP for the Performing Arts,447863,-0.08410000000000001,149287,-0.08410000000000001,0,,1791452,-0.08410000000000001,0,
Washington,Fort Vancouver NHS,1007756,0.0415,89662,0.03,900,-0.7659,1075953,0.03,7200,-0.7659
Washington,Klondike Gold Rush NHP Seattle,81652,0.13419999999999999,11907,0.13419999999999999,0,,142890,0.13419999999999999,0,
Washington,Lake Chelan NRA,30815,-0.2183,30622,-0.3924,0,,367464,-0.3924,0,
Washington,Lake Roosevelt NRA,1091489,-0.0429,345585,-0.0282,1200,0.0,4147026,-0.0282,600,0.0
Washington,Manhattan Project NHP,19644,0.1642,5763,0.2161,0,,69159,0.2161,0,
Washington,Minidoka NHS,12495,0.34380000000000005,2082,0.34409999999999996,0,,24990,0.34380000000000005,0,
Washington,Mount Rainier NP,1620006,-0.032400000000000005,1637817,-0.0668,870722,0.0255,19653806,-0.0668,870722,0.0255
Washington,North Cascades NP,16485,-0.5915,25522,-0.4241,0,,306273,-0.4241,0,
Washington,Olympic NP,3717267,0.2612,1370970,0.0616,1086478,0.039599999999999996,16451648,0.0616,356532,0.0582
Washington,Ross Lake NRA,971173,0.1013,295926,0.0983,720,0.0,3551117,0.0983,720,0.0
Washington,San Juan Island NHP,405925,-0.1137,56309,-0.09699999999999999,74023,0.0,675713,-0.0971,18508,0.0
Washington,Whitman Mission NHS,61331,0.2985,5110,0.2983,0,-1.0,61331,0.2985,0,-1.0
West Virginia,Bluestone NSR,7327,-0.6607,1526,-0.6607,0,,18319,-0.6606000000000001,0,
West Virginia,Gauley River NRA,272898,0.4576,127421,0.3893,0,,1529054,0.3893,0,
West Virginia,Harpers Ferry NHP,488049,0.1421,162683,0.1421,0,,1952200,0.1421,0,
West Virginia,New River Gorge NP & PRES,1811937,0.0613,389227,0.050300000000000004,2400,0.0,4670726,0.050300000000000004,4800,0.0
Wisconsin,Apostle Islands NL,253703,0.0264,70843,-0.0141,0,,850121,-0.0141,0,
Wisconsin,Ice Age National Scenic Trail,29711,,2475,,0,,29711,,0,
Wisconsin,Saint Croix NSR,450413,0.1173,341675,0.046,0,,4100110,0.046,0,
Wyoming,Bighorn Canyon NRA,101115,0.0096,35311,0.055,2205,0.0,423732,0.055,1099,0.0
Wyoming,Devils Tower NM,540890,0.0581,119124,0.092,2347,-0.004699999999999999,1429497,0.092,1172,-0.0059
Wyoming,Fort Laramie NHS,44045,-0.066,5707,-0.061500000000000006,0,,68493,-0.061500000000000006,0,
Wyoming,Fossil Butte NM,21491,0.1091,2974,0.205,250,0.11109999999999999,35697,0.20489999999999997,213,0.2102
Wyoming,Grand Teton NP,3628222,0.061799999999999994,1866580,0.0268,1528765,-0.0268,22398968,0.0268,1528765,-0.0268
Wyoming,"John D. Rockefeller, Jr. MEM PKWY",1459804,0.055999999999999994,192781,0.0525,10800,0.0,2313382,0.0525,2700,0.0
Wyoming,Yellowstone NP,2324734,0.054000000000000006,4839372,0.0756,1222612,-0.0451,58072469,0.0756,614764,-0.049
