city,city_ascii,state_id,state_name,county_name,lat,lng,population,density,timezone
Gainesville,Gainesville,FL,Florida,Alachua,29.6804,-82.3459,219946,866.6,America/New_York
Spring Valley,Spring Valley,NV,Nevada,Clark,36.0952,-115.2636,219913,2391.4,America/Los_Angeles
Clarksville,Clarksville,TN,Tennessee,Montgomery,36.5692,-87.3413,218159,665.4,America/Chicago
College Station,College Station,TX,Texas,Brazos,30.5852,-96.2959,215768,922.8,America/Chicago
Olympia,Olympia,WA,Washington,Thurston,47.0417,-122.8959,215677,1177.8,America/Los_Angeles
Roanoke,Roanoke,VA,Virginia,Roanoke,37.2785,-79.9581,214019,896.0,America/New_York
Portland,Portland,ME,Maine,Cumberland,43.6773,-70.2715,213660,1228.0,America/New_York
Fontana,Fontana,CA,California,San Bernardino,34.0968,-117.4599,211921,1890.6,America/Los_Angeles
Spartanburg,Spartanburg,SC,South Carolina,Spartanburg,34.9442,-81.9251,210388,735.4,America/New_York
Moreno Valley,Moreno Valley,CA,California,Riverside,33.9244,-117.2045,210378,1583.1,America/Los_Angeles
Frisco,Frisco,TX,Texas,Collin,33.156,-96.8216,210238,1183.5,America/Chicago
Yonkers,Yonkers,NY,New York,Westchester,40.9466,-73.8673,209529,4493.0,America/New_York
Thousand Oaks,Thousand Oaks,CA,California,Ventura,34.1914,-118.8756,208302,878.1,America/Los_Angeles
Sioux Falls,Sioux Falls,SD,South Dakota,Minnehaha,43.5396,-96.7311,207795,923.1,America/Chicago
Hagerstown,Hagerstown,MD,Maryland,Washington,39.6401,-77.7217,206889,1318.5,America/New_York
Evansville,Evansville,IN,Indiana,Vanderburgh,37.9881,-87.5341,206418,949.4,America/Chicago
Amarillo,Amarillo,TX,Texas,Potter,35.1984,-101.8316,205100,748.8,America/Chicago
Kalamazoo,Kalamazoo,MI,Michigan,Kalamazoo,42.2749,-85.5882,204408,1143.5,America/Detroit
Lorain,Lorain,OH,Ohio,Lorain,41.4409,-82.184,203802,1066.5,America/New_York
Galveston,Galveston,TX,Texas,Galveston,29.2484,-94.8913,202810,501.9,America/Chicago
McKinney,McKinney,TX,Texas,Collin,33.2016,-96.667,202314,1166.5,America/Chicago
Huntington,Huntington,WV,West Virginia,Cabell,38.4109,-82.4345,201208,1099.5,America/New_York
Nampa,Nampa,ID,Idaho,Canyon,43.5844,-116.5638,201129,1180.2,America/Boise
Hickory,Hickory,NC,North Carolina,Catawba,35.741,-81.3223,200500,529.6,America/New_York
Waterbury,Waterbury,CT,Connecticut,Naugatuck Valley,41.5582,-73.0361,199965,1546.2,America/New_York
Sunrise Manor,Sunrise Manor,NV,Nevada,Clark,36.1783,-115.0487,199099,2280.2,America/Los_Angeles
Grand Prairie,Grand Prairie,TX,Texas,Dallas,32.6871,-97.0208,198564,1057.3,America/Chicago
Ocala,Ocala,FL,Florida,Marion,29.178,-82.1511,197770,530.3,America/New_York
Waco,Waco,TX,Texas,McLennan,31.5599,-97.1882,197594,602.1,America/Chicago
Overland Park,Overland Park,KS,Kansas,Johnson,38.887,-94.687,197199,1012.2,America/Chicago
Frederick,Frederick,MD,Maryland,Frederick,39.4337,-77.4141,196743,1299.1,America/New_York
Huntington Beach,Huntington Beach,CA,California,Orange,33.696,-118.0018,196010,2804.9,America/Los_Angeles
Santa Barbara,Santa Barbara,CA,California,Santa Barbara,34.4285,-119.7202,194950,1743.9,America/Los_Angeles
Peoria,Peoria,AZ,Arizona,Maricopa,33.7843,-112.2989,194338,424.6,America/Phoenix
Cedar Rapids,Cedar Rapids,IA,Iowa,Linn,41.9662,-91.6783,192755,712.5,America/Chicago
Vancouver,Vancouver,WA,Washington,Clark,45.6366,-122.5967,192696,1526.2,America/Los_Angeles
Glendale,Glendale,CA,California,Los Angeles,34.1819,-118.2468,192270,2435.7,America/Los_Angeles
Gastonia,Gastonia,NC,North Carolina,Gaston,35.2494,-81.1854,189767,593.9,America/New_York
Spring Hill,Spring Hill,FL,Florida,Hernando,28.4798,-82.53,188743,765.6,America/New_York
Murfreesboro,Murfreesboro,TN,Tennessee,Rutherford,35.849,-86.4121,187601,946.4,America/Chicago
Tempe,Tempe,AZ,Arizona,Maricopa,33.3881,-111.9319,186419,1800.3,America/Phoenix
Paradise,Paradise,NV,Nevada,Clark,36.0872,-115.1355,186178,1695.2,America/Los_Angeles
Newport News,Newport News,VA,Virginia,Newport News,37.1051,-76.5185,184774,1034.0,America/New_York
Erie,Erie,PA,Pennsylvania,Erie,42.1167,-80.0733,184332,1900.2,America/New_York
Fort Lauderdale,Fort Lauderdale,FL,Florida,Broward,26.1412,-80.1464,183032,2043.5,America/New_York
Gainesville,Gainesville,GA,Georgia,Hall,34.2902,-83.8294,182116,504.7,America/New_York
Aurora,Aurora,IL,Illinois,Kane,41.7638,-88.2902,179867,1541.5,America/Chicago
Mauldin,Mauldin,SC,South Carolina,Greenville,34.7821,-82.3032,179196,809.8,America/New_York
Ontario,Ontario,CA,California,San Bernardino,34.0393,-117.6064,178347,1377.6,America/Los_Angeles
Elk Grove,Elk Grove,CA,California,Sacramento,38.4161,-121.3842,177221,1606.2,America/Los_Angeles
Panama City,Panama City,FL,Florida,Bay,30.1995,-85.6003,177125,372.8,America/Chicago
Cary,Cary,NC,North Carolina,Wake,35.7819,-78.8195,176686,1134.6,America/New_York
Hemet,Hemet,CA,California,Riverside,33.7341,-116.9969,176009,1196.1,America/Los_Angeles
Danbury,Danbury,CT,Connecticut,Western Connecticut,41.4015,-73.4709,175074,790.8,America/New_York
Rancho Cucamonga,Rancho Cucamonga,CA,California,San Bernardino,34.1247,-117.5667,174693,1450.2,America/Los_Angeles
Salinas,Salinas,CA,California,Monterey,36.6883,-121.6317,172995,2659.8,America/Los_Angeles
Oceanside,Oceanside,CA,California,San Diego,33.2247,-117.3083,172542,1614.3,America/Los_Angeles
Vallejo,Vallejo,CA,California,Solano,38.1125,-122.2342,171414,1581.2,America/Los_Angeles
High Point,High Point,NC,North Carolina,Guilford,35.991,-79.9937,171342,776.3,America/New_York
Garden Grove,Garden Grove,CA,California,Orange,33.7787,-117.9601,170603,3669.0,America/Los_Angeles
Pembroke Pines,Pembroke Pines,FL,Florida,Broward,26.0128,-80.3382,170557,2015.0,America/New_York
Lancaster,Lancaster,CA,California,Los Angeles,34.6935,-118.1753,170013,696.2,America/Los_Angeles
Marysville,Marysville,WA,Washington,Snohomish,48.0809,-122.1561,168664,1331.5,America/Los_Angeles
Bayamón,Bayamon,PR,Puerto Rico,Bayamón,18.3794,-66.1635,167312,2384.9,America/Puerto_Rico
Fredericksburg,Fredericksburg,VA,Virginia,Fredericksburg,38.2992,-77.4872,166746,1048.6,America/New_York
Visalia,Visalia,CA,California,Tulare,36.3276,-119.3269,166273,1442.9,America/Los_Angeles
Tuscaloosa,Tuscaloosa,AL,Alabama,Tuscaloosa,33.2348,-87.5268,166253,669.1,America/Chicago
Palmdale,Palmdale,CA,California,Los Angeles,34.5944,-118.1057,165487,602.4,America/Los_Angeles
Santa Cruz,Santa Cruz,CA,California,Santa Cruz,36.9789,-122.0346,165263,1847.3,America/Los_Angeles
Medford,Medford,OR,Oregon,Jackson,42.3372,-122.854,164628,1168.5,America/Los_Angeles
Norwich,Norwich,CT,Connecticut,Southeastern Connecticut,41.5495,-72.0882,163299,550.2,America/New_York
Merced,Merced,CA,California,Merced,37.3057,-120.4779,163257,1490.4,America/Los_Angeles
Manchester,Manchester,NH,New Hampshire,Hillsborough,42.9848,-71.4447,162716,1347.6,America/New_York
Odessa,Odessa,TX,Texas,Ector,31.8801,-102.3448,162648,848.9,America/Chicago
Muskegon,Muskegon,MI,Michigan,Muskegon,43.2281,-86.2562,162458,1015.6,America/Detroit
Leesburg,Leesburg,FL,Florida,Lake,28.7672,-81.8962,161515,279.3,America/New_York
Lafayette,Lafayette,IN,Indiana,Tippecanoe,40.3991,-86.8593,160373,928.5,America/Indiana/Indianapolis
Hayward,Hayward,CA,California,Alameda,37.6328,-122.0766,159201,1341.6,America/Los_Angeles
Corona,Corona,CA,California,Riverside,33.8616,-117.5649,158839,1537.3,America/Los_Angeles
Paterson,Paterson,NJ,New Jersey,Passaic,40.9147,-74.1624,157660,7235.4,America/New_York
Alexandria,Alexandria,VA,Virginia,Alexandria,38.8185,-77.0861,156788,4053.2,America/New_York
Macon,Macon,GA,Georgia,Bibb,32.8065,-83.6974,156543,242.4,America/New_York
Lakewood,Lakewood,CO,Colorado,Jefferson,39.6977,-105.1172,156309,1388.7,America/Denver
Springfield,Springfield,IL,Illinois,Sangamon,39.7709,-89.654,156240,716.7,America/Chicago
Kansas City,Kansas City,KS,Kansas,Wyandotte,39.1235,-94.7443,154776,479.1,America/Chicago
Burlington,Burlington,NC,North Carolina,Alamance,36.076,-79.4685,154504,740.6,America/New_York
Warner Robins,Warner Robins,GA,Georgia,Houston,32.5961,-83.6527,154327,823.6,America/New_York
Sunnyvale,Sunnyvale,CA,California,Santa Clara,37.3836,-122.0255,153455,2685.8,America/Los_Angeles
Hollywood,Hollywood,FL,Florida,Broward,26.0293,-80.1679,152935,2166.9,America/New_York
Roseville,Roseville,CA,California,Placer,38.7703,-121.3196,152438,1335.0,America/Los_Angeles
New Bedford,New Bedford,MA,Massachusetts,Bristol,41.6697,-70.9428,152104,1944.5,America/New_York
South Lyon,South Lyon,MI,Michigan,Oakland,42.4614,-83.6526,151231,1220.3,America/Detroit
Bellevue,Bellevue,WA,Washington,King,47.5951,-122.1535,151199,1744.3,America/Los_Angeles
Fairfield,Fairfield,CA,California,Solano,38.2583,-122.0335,150794,1114.0,America/Los_Angeles
Binghamton,Binghamton,NY,New York,Broome,42.1014,-75.9093,150564,1744.8,America/New_York
Topeka,Topeka,KS,Kansas,Shawnee,39.0346,-95.6955,150343,789.6,America/Chicago
Escondido,Escondido,CA,California,San Diego,33.1348,-117.0723,149913,1549.8,America/Los_Angeles
Joliet,Joliet,IL,Illinois,Will,41.5188,-88.1499,149785,874.6,America/Chicago
Surprise,Surprise,AZ,Arizona,Maricopa,33.6815,-112.4515,149519,522.4,America/Phoenix
Naperville,Naperville,IL,Illinois,DuPage,41.748,-88.1659,149424,1473.4,America/Chicago
Pasadena,Pasadena,TX,Texas,Harris,29.6575,-95.1498,149345,1319.8,America/Chicago
Mesquite,Mesquite,TX,Texas,Dallas,32.7602,-96.5865,148848,1170.4,America/Chicago
Champaign,Champaign,IL,Illinois,Champaign,40.1142,-88.2737,148477,1489.3,America/Chicago
Pomona,Pomona,CA,California,Los Angeles,34.0585,-117.7626,148391,2492.7,America/Los_Angeles
Houma,Houma,LA,Louisiana,Terrebonne,29.58,-90.7059,147841,874.3,America/Chicago
Athens,Athens,GA,Georgia,Clarke,33.9508,-83.3689,147368,421.1,America/New_York
St. George,St. George,UT,Utah,Washington,37.0758,-113.5752,147347,496.4,America/Denver
Beaumont,Beaumont,TX,Texas,Jefferson,30.0849,-94.1451,146554,534.5,America/Chicago
Elkhart,Elkhart,IN,Indiana,Elkhart,41.6916,-85.9627,146511,747.5,America/Indiana/Indianapolis
Lake Charles,Lake Charles,LA,Louisiana,Calcasieu,30.201,-93.2111,145110,664.4,America/Chicago
Santa Maria,Santa Maria,CA,California,Santa Barbara,34.9333,-120.4431,144857,1859.9,America/Los_Angeles
Yuma,Yuma,AZ,Arizona,Yuma,32.5995,-114.5491,144509,314.1,America/Phoenix
Olathe,Olathe,KS,Kansas,Johnson,38.8833,-94.82,143720,888.5,America/Chicago
Midland,Midland,TX,Texas,Midland,32.0243,-102.1147,143714,680.9,America/Chicago
Greeley,Greeley,CO,Colorado,Weld,40.4152,-104.7706,143554,854.6,America/Denver
Torrance,Torrance,CA,California,Los Angeles,33.8346,-118.3416,143499,2700.6,America/Los_Angeles
Thornton,Thornton,CO,Colorado,Adams,39.9197,-104.9438,142878,1511.2,America/Denver
Las Cruces,Las Cruces,NM,New Mexico,Doña Ana,32.3265,-106.7893,142432,565.2,America/Denver
Columbia,Columbia,MO,Missouri,Boone,38.9472,-92.3268,141811,729.6,America/Chicago
Fullerton,Fullerton,CA,California,Orange,33.8841,-117.9279,141278,2433.0,America/Los_Angeles
Grand Junction,Grand Junction,CO,Colorado,Mesa,39.0877,-108.5673,141008,637.1,America/Denver
Carolina,Carolina,PR,Puerto Rico,Carolina,18.4054,-65.9792,139051,2592.1,America/Puerto_Rico
Metairie,Metairie,LA,Louisiana,Jefferson,29.9977,-90.178,138995,2317.3,America/Chicago
Orange,Orange,CA,California,Orange,33.8038,-117.8218,138723,2086.8,America/Los_Angeles
Warren,Warren,MI,Michigan,Macomb,42.4934,-83.027,138128,1551.4,America/Detroit
West Valley City,West Valley City,UT,Utah,Salt Lake,40.6886,-112.0123,137955,1486.7,America/Denver
Hampton,Hampton,VA,Virginia,Hampton,37.0551,-76.363,137334,1030.4,America/New_York
Pasadena,Pasadena,CA,California,Los Angeles,34.1597,-118.139,136462,2294.8,America/Los_Angeles
Miramar,Miramar,FL,Florida,Broward,25.9773,-80.3351,135986,1819.7,America/New_York
Elizabeth,Elizabeth,NJ,New Jersey,Union,40.6658,-74.1913,135887,4259.1,America/New_York
Stamford,Stamford,CT,Connecticut,Western Connecticut,41.1039,-73.5585,135806,1393.5,America/New_York
Racine,Racine,WI,Wisconsin,Racine,42.7274,-87.8135,135512,1925.4,America/Chicago
Kent,Kent,WA,Washington,King,47.3887,-122.2128,135015,1540.8,America/Los_Angeles
Yakima,Yakima,WA,Washington,Yakima,46.5923,-120.5496,134003,1341.7,America/Los_Angeles
Coral Springs,Coral Springs,FL,Florida,Broward,26.2702,-80.2591,133962,2262.2,America/New_York
Sterling Heights,Sterling Heights,MI,Michigan,Macomb,42.5809,-83.0305,133473,1413.9,America/Detroit
Billings,Billings,MT,Montana,Yellowstone,45.7891,-108.5526,133173,1002.5,America/Denver
Bloomington,Bloomington,IL,Illinois,McLean,40.4757,-88.9703,133107,1120.8,America/Chicago
Charleston,Charleston,WV,West Virginia,Kanawha,38.3484,-81.6322,133045,589.3,America/New_York
Carrollton,Carrollton,TX,Texas,Dallas,32.989,-96.8999,132741,1398.2,America/Chicago
Tyler,Tyler,TX,Texas,Smith,32.3184,-95.3062,131037,719.7,America/Chicago
Iowa City,Iowa City,IA,Iowa,Johnson,41.6559,-91.5303,129897,1128.0,America/Chicago
Johnson City,Johnson City,TN,Tennessee,Washington,36.3406,-82.3806,129818,634.1,America/New_York
Santa Clara,Santa Clara,CA,California,Santa Clara,37.3646,-121.968,129239,2730.2,America/Los_Angeles
Bellingham,Bellingham,WA,Washington,Whatcom,48.7548,-122.469,128737,1264.7,America/Los_Angeles
Norman,Norman,OK,Oklahoma,Cleveland,35.2335,-97.3471,128714,278.2,America/Chicago
Coeur d'Alene,Coeur d'Alene,ID,Idaho,Kootenai,47.704,-116.7936,128680,1331.1,America/Los_Angeles
Fort Smith,Fort Smith,AR,Arkansas,Sebastian,35.3495,-94.3695,128384,538.3,America/Chicago
Lewisville,Lewisville,TX,Texas,Denton,33.0454,-96.9815,128313,1218.5,America/Chicago
Dover,Dover,DE,Delaware,Kent,39.161,-75.5202,128045,640.2,America/New_York
Yuba City,Yuba City,CA,California,Sutter,39.1357,-121.6383,127854,1620.5,America/Los_Angeles
Lehigh Acres,Lehigh Acres,FL,Florida,Lee,26.612,-81.6388,127391,530.6,America/New_York
Abilene,Abilene,TX,Texas,Taylor,32.4543,-99.7384,127130,460.2,America/Chicago
Simi Valley,Simi Valley,CA,California,Ventura,34.2663,-118.749,126503,1168.9,America/Los_Angeles
Pearland,Pearland,TX,Texas,Brazoria,29.5581,-95.3218,125983,998.3,America/Chicago
Kenosha,Kenosha,WI,Wisconsin,Kenosha,42.5865,-87.8773,125807,1336.5,America/Chicago
Arecibo,Arecibo,PR,Puerto Rico,Arecibo,18.4491,-66.7387,125548,1002.1,America/Puerto_Rico
Meridian,Meridian,ID,Idaho,Ada,43.6116,-116.3977,124865,1308.0,America/Boise
Round Rock,Round Rock,TX,Texas,Williamson,30.527,-97.6642,124288,1265.6,America/Chicago
Waldorf,Waldorf,MD,Maryland,Charles,38.6085,-76.9194,124186,879.5,America/New_York
Temple,Temple,TX,Texas,Bell,31.1068,-97.3891,123932,457.1,America/Chicago
Lynchburg,Lynchburg,VA,Virginia,Lynchburg,37.4003,-79.1909,123662,624.8,America/New_York
Rochester,Rochester,MN,Minnesota,Olmsted,44.0154,-92.478,123252,831.4,America/Chicago
Logan,Logan,UT,Utah,Cache,41.7399,-111.8422,122915,1153.3,America/Denver
Arvada,Arvada,CO,Colorado,Jefferson,39.832,-105.151,122835,1216.9,America/Denver
Clovis,Clovis,CA,California,Fresno,36.8278,-119.683,122719,1832.8,America/Los_Angeles
Independence,Independence,MO,Missouri,Jackson,39.0871,-94.3501,121944,603.7,America/Chicago
Redding,Redding,CA,California,Shasta,40.5698,-122.365,120849,605.5,America/Los_Angeles
Greenville,Greenville,NC,North Carolina,Pitt,35.5943,-77.376,120595,913.1,America/New_York
Duluth,Duluth,MN,Minnesota,St. Louis,46.7756,-92.1393,120443,468.0,America/Chicago
Berkeley,Berkeley,CA,California,Alameda,37.8722,-122.276,120223,4449.7,America/Los_Angeles
Boulder,Boulder,CO,Colorado,Boulder,40.0248,-105.2524,120121,1525.7,America/Denver
Pueblo,Pueblo,CO,Colorado,Pueblo,38.2701,-104.6114,120020,762.2,America/Denver
West Palm Beach,West Palm Beach,FL,Florida,Palm Beach,26.7469,-80.132,119508,856.5,America/New_York
Burlington,Burlington,VT,Vermont,Chittenden,44.4876,-73.2316,118409,1673.2,America/New_York
Seaside,Seaside,CA,California,Monterey,36.6224,-121.8199,118398,1383.0,America/Los_Angeles
Richardson,Richardson,TX,Texas,Dallas,32.9716,-96.7093,118269,1598.8,America/Chicago
Cambridge,Cambridge,MA,Massachusetts,Middlesex,42.3759,-71.1185,117794,7109.8,America/New_York
Monroe,Monroe,LA,Louisiana,Ouachita,32.5185,-92.0774,117507,613.5,America/Chicago
North Charleston,North Charleston,SC,South Carolina,Charleston,32.9067,-80.0722,117460,584.2,America/New_York
Saginaw,Saginaw,MI,Michigan,Saginaw,43.4199,-83.9501,117412,991.0,America/Detroit
Clearwater,Clearwater,FL,Florida,Pinellas,27.979,-82.7623,117075,1727.0,America/New_York
The Woodlands,The Woodlands,TX,Texas,Montgomery,30.1738,-95.5134,116916,1043.2,America/Chicago
Brandon,Brandon,FL,Florida,Hillsborough,27.9367,-82.3,116365,1356.0,America/New_York
St. Cloud,St. Cloud,MN,Minnesota,Stearns,45.534,-94.1718,116347,671.2,America/Chicago
West Jordan,West Jordan,UT,Utah,Salt Lake,40.6024,-112.0008,116277,1377.7,America/Denver
Broken Arrow,Broken Arrow,OK,Oklahoma,Tulsa,36.038,-95.7806,115919,710.9,America/Chicago
Harlingen,Harlingen,TX,Texas,Cameron,26.1916,-97.6977,115767,689.8,America/Chicago
Kailua,Kailua,HI,Hawaii,Honolulu,21.392,-157.7396,115634,1975.3,Pacific/Honolulu
Westminster,Westminster,CO,Colorado,Adams,39.8837,-105.0624,115546,1411.0,America/Denver
Gilroy,Gilroy,CA,California,Santa Clara,37.0046,-121.5854,115448,1367.4,America/Los_Angeles
Richmond,Richmond,CA,California,Contra Costa,37.9477,-122.3389,115396,1483.1,America/Los_Angeles
Mandeville,Mandeville,LA,Louisiana,St. Tammany,30.3751,-90.0904,115292,533.5,America/Chicago
Utica,Utica,NY,New York,Oneida,43.0962,-75.2261,114961,1487.9,America/New_York
Ponce,Ponce,PR,Puerto Rico,Ponce,18.0127,-66.6212,114940,1494.8,America/Puerto_Rico
League City,League City,TX,Texas,Galveston,29.4874,-95.1087,114885,863.6,America/Chicago
Port Arthur,Port Arthur,TX,Texas,Jefferson,29.8554,-93.9264,114860,285.1,America/Chicago
Lowell,Lowell,MA,Massachusetts,Middlesex,42.6389,-71.3217,114799,3256.6,America/New_York
East Los Angeles,East Los Angeles,CA,California,Los Angeles,34.0326,-118.1691,114617,5937.6,America/Los_Angeles
Carlsbad,Carlsbad,CA,California,San Diego,33.1246,-117.2834,114500,1169.2,America/Los_Angeles
Elgin,Elgin,IL,Illinois,Kane,42.0383,-88.324,114106,1155.0,America/Chicago
Waterloo,Waterloo,IA,Iowa,Black Hawk,42.4918,-92.3522,113832,419.6,America/Chicago
Leominster,Leominster,MA,Massachusetts,Worcester,42.5209,-71.7717,113462,585.4,America/New_York
Bend,Bend,OR,Oregon,Deschutes,44.0563,-121.3095,113454,1125.8,America/Los_Angeles
Sioux City,Sioux City,IA,Iowa,Woodbury,42.4959,-96.3901,112823,561.7,America/Chicago
Gresham,Gresham,OR,Oregon,Multnomah,45.5021,-122.4413,112818,1852.1,America/Los_Angeles
Longview,Longview,TX,Texas,Gregg,32.5193,-94.7622,112687,572.4,America/Chicago
Pompano Beach,Pompano Beach,FL,Florida,Broward,26.2428,-80.1312,112212,1800.3,America/New_York
Downey,Downey,CA,California,Los Angeles,33.9379,-118.1311,111793,3478.3,America/Los_Angeles
Murrieta,Murrieta,CA,California,Riverside,33.5719,-117.1909,111621,1285.1,America/Los_Angeles
Idaho Falls,Idaho Falls,ID,Idaho,Bonneville,43.4871,-112.0362,111295,969.0,America/Boise
Miami Gardens,Miami Gardens,FL,Florida,Miami-Dade,25.9433,-80.2426,111264,2325.2,America/New_York
Everett,Everett,WA,Washington,Snohomish,47.9525,-122.1669,111083,1276.4,America/Los_Angeles
Holland,Holland,MI,Michigan,Ottawa,42.7677,-86.0984,110905,793.0,America/Detroit
Costa Mesa,Costa Mesa,CA,California,Orange,33.6667,-117.9135,110538,2700.2,America/Los_Angeles
Temecula,Temecula,CA,California,Riverside,33.4928,-117.1315,110404,1146.6,America/Los_Angeles
Jacksonville,Jacksonville,NC,North Carolina,Onslow,34.7289,-77.3941,109958,581.6,America/New_York
San Buenaventura,San Buenaventura,CA,California,Ventura,34.2741,-119.2314,109900,1939.9,America/Los_Angeles
Sugar Land,Sugar Land,TX,Texas,Fort Bend,29.5935,-95.6358,109735,1047.0,America/Chicago
Chico,Chico,CA,California,Butte,39.7578,-121.8161,109411,1141.2,America/Los_Angeles
South Fulton,South Fulton,GA,Georgia,Fulton,33.6273,-84.58,109157,453.4,America/New_York
Sparks,Sparks,NV,Nevada,Washoe,39.5736,-119.7161,109106,1154.4,America/Los_Angeles
Eau Claire,Eau Claire,WI,Wisconsin,Eau Claire,44.8197,-91.4948,108477,779.2,America/Chicago
Auburn,Auburn,AL,Alabama,Lee,32.6087,-85.4903,108327,486.5,America/Chicago
Dearborn,Dearborn,MI,Michigan,Wayne,42.3127,-83.213,107846,1717.3,America/Detroit
Riverview,Riverview,FL,Florida,Hillsborough,27.8227,-82.3023,107776,901.1,America/New_York
Allen,Allen,TX,Texas,Collin,33.1088,-96.6735,107684,1574.8,America/Chicago
West Covina,West Covina,CA,California,Los Angeles,34.0555,-117.9113,107436,2586.7,America/Los_Angeles
Centennial,Centennial,CO,Colorado,Arapahoe,39.5926,-104.8673,107386,1374.9,America/Denver
Bloomington,Bloomington,IN,Indiana,Monroe,39.1637,-86.5257,107262,1308.5,America/Indiana/Indianapolis
Sandy Springs,Sandy Springs,GA,Georgia,Fulton,33.9366,-84.3703,107198,1098.9,America/New_York
El Monte,El Monte,CA,California,Los Angeles,34.0739,-118.0291,107066,4325.4,America/Los_Angeles
Hillsboro,Hillsboro,OR,Oregon,Washington,45.5273,-122.936,107050,1599.3,America/Los_Angeles
Menifee,Menifee,CA,California,Riverside,33.6909,-117.1849,107020,889.3,America/Los_Angeles
Rio Rancho,Rio Rancho,NM,New Mexico,Sandoval,35.2873,-106.6982,106533,397.9,America/Denver
Davie,Davie,FL,Florida,Broward,26.0789,-80.287,106412,1177.4,America/New_York
Jurupa Valley,Jurupa Valley,CA,California,Riverside,34.001,-117.4706,106244,955.3,America/Los_Angeles
Columbia,Columbia,MD,Maryland,Howard,39.2004,-76.859,105871,1280.1,America/New_York
Inglewood,Inglewood,CA,California,Los Angeles,33.9566,-118.3444,105575,4495.6,America/Los_Angeles
Spokane Valley,Spokane Valley,WA,Washington,Spokane,47.6626,-117.2346,105460,1079.5,America/Los_Angeles
Renton,Renton,WA,Washington,King,47.4784,-122.1918,105279,1726.7,America/Los_Angeles
San Tan Valley,San Tan Valley,AZ,Arizona,Pinal,33.1786,-111.5629,105231,536.1,America/Phoenix
Burbank,Burbank,CA,California,Los Angeles,34.1879,-118.3235,105165,2344.9,America/Los_Angeles
Brockton,Brockton,MA,Massachusetts,Plymouth,42.0821,-71.0242,105080,1901.8,America/New_York
El Cajon,El Cajon,CA,California,San Diego,32.8017,-116.9604,104909,2791.6,America/Los_Angeles
Rialto,Rialto,CA,California,San Bernardino,34.1175,-117.3892,103866,1664.6,America/Los_Angeles
San Mateo,San Mateo,CA,California,San Mateo,37.5522,-122.3121,103555,3295.1,America/Los_Angeles
Goodyear,Goodyear,AZ,Arizona,Maricopa,33.2614,-112.3622,102891,207.7,America/Phoenix
Charlottesville,Charlottesville,VA,Virginia,Charlottesville,38.0375,-78.4855,102802,1728.4,America/New_York
Lafayette,Lafayette,CO,Colorado,Boulder,39.9946,-105.0998,102615,1274.5,America/Denver
Lee's Summit,Lee's Summit,MO,Missouri,Jackson,38.9171,-94.3816,102583,619.9,America/Chicago
Edinburg,Edinburg,TX,Texas,Hidalgo,26.3196,-98.1597,102561,885.4,America/Chicago
Daly City,Daly City,CA,California,San Mateo,37.6862,-122.4685,102560,5184.1,America/Los_Angeles
Wichita Falls,Wichita Falls,TX,Texas,Wichita,33.9072,-98.5291,102558,548.2,America/Chicago
Bowling Green,Bowling Green,KY,Kentucky,Warren,36.9716,-86.4378,102247,685.1,America/Chicago
Longmont,Longmont,CO,Colorado,Boulder,40.1686,-105.1005,102183,1315.8,America/Denver
Vacaville,Vacaville,CA,California,Solano,38.3587,-121.9673,102085,1319.6,America/Los_Angeles
Highlands Ranch,Highlands Ranch,CO,Colorado,Douglas,39.5419,-104.9708,101437,1613.8,America/Denver
Quincy,Quincy,MA,Massachusetts,Norfolk,42.2506,-71.0187,101361,2361.5,America/New_York
Fishers,Fishers,IN,Indiana,Hamilton,39.9588,-85.9659,100918,1080.8,America/Indiana/Indianapolis
Lynn,Lynn,MA,Massachusetts,Essex,42.4781,-70.9664,100905,3627.9,America/New_York
Norwalk,Norwalk,CA,California,Los Angeles,33.9069,-118.0829,100713,4005.8,America/Los_Angeles
Carmel,Carmel,IN,Indiana,Hamilton,39.965,-86.146,100501,790.5,America/Indiana/Indianapolis
Hesperia,Hesperia,CA,California,San Bernardino,34.3975,-117.3147,100141,532.0,America/Los_Angeles
St. Augustine,St. Augustine,FL,Florida,St. Johns,29.8976,-81.31,99936,607.4,America/New_York
Buckeye,Buckeye,AZ,Arizona,Maricopa,33.4314,-112.6429,99844,97.6,America/Phoenix
San Angelo,San Angelo,TX,Texas,Tom Green,31.4424,-100.4504,99507,639.7,America/Chicago
Federal Way,Federal Way,WA,Washington,King,47.3091,-122.3358,99232,1715.9,America/Los_Angeles
Bismarck,Bismarck,ND,North Dakota,Burleigh,46.8143,-100.7694,99060,825.4,America/Chicago
Boca Raton,Boca Raton,FL,Florida,Palm Beach,26.3752,-80.108,98833,1307.8,America/New_York
New Braunfels,New Braunfels,TX,Texas,Comal,29.6994,-98.1148,98700,846.2,America/Chicago
Vista,Vista,CA,California,San Diego,33.1896,-117.2386,98646,2031.7,America/Los_Angeles
Beaverton,Beaverton,OR,Oregon,Washington,45.4779,-122.8168,97502,1916.7,America/Los_Angeles
Portsmouth,Portsmouth,VA,Virginia,Portsmouth,36.8468,-76.354,97299,1128.1,America/New_York
Orem,Orem,UT,Utah,Utah,40.2981,-111.6994,97048,2012.7,America/Denver
Conroe,Conroe,TX,Texas,Montgomery,30.3238,-95.4824,96976,494.0,America/Chicago
